TA_CODE;yeni_ulke;NEW_TA_CODE;sacma_ta_code
ge80097541;US;us84089852;cl00000308
ge80097418;US;us10381326;cl00000309
ge80136323;US;us84090351;cl00000310
ge80135444;US;us84088209;cl00000311
ge80135489;US;us84088286;cl00000312
ge80135495;US;us84088294;cl00000313
ge80051879;US;us84091223;cl00000314
ge80135983;US;us84089463;cl00000315
ge80136043;US;us84089639;cl00000316
ge80051808;US;us84090939;cl00000317
ge80055474;US;us84093595;cl00000318
ge80136378;US;us84090468;cl00000319
ge80135668;US;us84088675;cl00000320
ge80135856;US;us84089154;cl00000321
ge80135867;US;us83091206;cl00000322
ge80135920;US;us84089295;cl00000323
ge80135934;US;us84089331;cl00000324
ge80137743;US;us84093593;cl00000325
ge80137918;US;us84094053;cl00000326
ge80138008;US;us84094302;cl00000327
ge80138201;US;us84094795;cl00000328
ge80138287;US;us84094996;cl00000329
ge80136609;US;us84090972;cl00000330
ge80136644;US;us84091092;cl00000331
ge80136649;US;us84091104;cl00000332
ge80136683;US;us82673740;cl00000333
ge80136958;US;us84091822;cl00000334
ge80137031;US;us13845545;cl00000335
ge80137336;US;us84092649;cl00000336
ge80135814;US;us84089029;cl00000337
ge80052902;US;us84093307;cl00000338
ge80101372;US;us82491052;cl00000339
ge80098001;US;us84090386;cl00000340
ge80098469;US;us84090907;cl00000341
ge80099660;US;us84092324;cl00000342
ge80099461;US;us84092104;cl00000343
ge80099133;US;us84091764;cl00000344
ge80097703;US;us80905759;cl00000345
ge80100652;US;us84093637;cl00000346
ge80101538;US;us82339614;cl00000347
ge80101258;US;us84094402;cl00000348
ge80098648;US;us12446120;cl00000349
ge80123405;US;us81218373;cl00000350
ge80123409;US;us84093471;cl00000351
ge80052207;US;us84091949;cl00000352
ge80068724;US;us84094247;cl00000353
ge80100329;US;us14023187;cl00000354
ge80098262;US;us84090668;cl00000355
ge80101192;US;us84094321;cl00000356
ge80101232;US;us84094390;cl00000357
ge80052041;US;us84091705;cl00000358
ge80136312;US;us84090336;cl00000359
ge80135456;US;us84088679;cl00000360
ge80135476;US;us84088258;cl00000361
ge80135530;US;us84088389;cl00000362
ge80135541;US;us84088410;cl00000363
ge80135556;US;us84088458;cl00000364
ge80135645;US;us84088646;cl00000365
ge80135950;US;us84089374;cl00000366
ge80136041;US;us81976024;cl00000367
ge80136089;US;us84089748;cl00000368
ge80136255;US;us84090193;cl00000369
ge80136268;US;us10991664;cl00000370
ge80135690;US;us84088717;cl00000371
ge80135923;US;us84089300;cl00000372
ge80135925;US;us14093928;cl00000373
ge80135928;US;us84089311;cl00000374
ge80137589;US;us12974091;cl00000375
ge80137671;US;us84093419;cl00000376
ge80137675;US;us80162795;cl00000377
ge80137685;US;us84093453;cl00000378
ge80137690;US;us84093475;cl00000379
ge80137809;US;us84093740;cl00000380
ge80137831;US;us84093800;cl00000381
ge80137939;US;us84094091;cl00000382
ge80138010;US;us84094312;cl00000383
ge80138026;US;us84094350;cl00000384
ge80138094;US;us84094542;cl00000385
ge80138221;US;us84094843;cl00000386
ge80138236;US;us84094871;cl00000387
ge80138281;US;us84094983;cl00000388
ge80138289;US;us84094998;cl00000389
ge80138293;US;us84095004;cl00000390
ge80138299;US;us84095020;cl00000391
ge80138328;US;us84095094;cl00000392
ge80136441;US;us84090581;cl00000393
ge80136643;US;us84091091;cl00000394
ge80136654;US;us84091109;cl00000395
ge80136780;US;us84091383;cl00000396
ge80136782;US;us13905545;cl00000397
ge80136786;US;us84091396;cl00000398
ge80136858;US;us80103050;cl00000399
ge80136876;US;us13712976;cl00000400
ge80136905;US;us13781629;cl00000401
ge80136966;US;us84091839;cl00000402
ge80136992;US;us84091885;cl00000403
ge80137000;US;us84091903;cl00000404
ge80137073;US;us84092004;cl00000405
ge80137082;US;us84091993;cl00000406
ge80137085;US;us84092001;cl00000407
ge80137140;US;us84092084;cl00000408
ge80137256;US;us84092335;cl00000409
ge80137298;US;us84092432;cl00000410
ge80137324;US;us82474327;cl00000411
ge80137330;US;us84092629;cl00000412
ge80137417;US;us84092815;cl00000413
ge80137469;US;us84092904;cl00000414
ge80137498;US;us84092961;cl00000415
ge80135775;US;us84088916;cl00000416
ge80100242;US;us81214603;cl00000417
ge80096307;US;us84088277;cl00000418
ge80100872;US;us00042881;cl00000419
ge80100253;US;us84093141;cl00000420
ge80096338;US;us84088331;cl00000421
ge80097498;US;us84089790;cl00000422
ge80098202;US;us84090608;cl00000423
ge80098463;US;us10330640;cl00000424
ge80099952;US;us84092833;cl00000425
ge80099426;US;us84092050;cl00000426
ge80098522;US;us82837004;cl00000427
ge80097180;US;us84089350;cl00000428
ge80100080;US;us80945970;cl00000429
ge80099669;US;us80132483;cl00000430
ge80101548;US;us80971134;cl00000431
ge80099650;US;us84092317;cl00000432
ge80099207;US;us84091846;cl00000433
ge80098993;US;us00110864;cl00000434
ge80099126;US;us84091756;cl00000435
ge80099447;US;us84092078;cl00000436
ge80099676;US;us82686265;cl00000437
ge80099507;US;us84092156;cl00000438
ge80100380;US;us12655449;cl00000439
ge80097296;US;us00265380;cl00000440
ge80097601;US;us14367012;cl00000441
ge80097439;US;us13832371;cl00000442
ge80097097;US;us84089250;cl00000443
ge80099724;US;us84092418;cl00000444
ge80098865;US;us84091395;cl00000445
ge80100082;US;us80945993;cl00000446
ge80100051;US;us84092911;cl00000447
ge80097963;US;us80909448;cl00000448
ge80099753;US;us84092566;cl00000449
ge80101431;US;us84094597;cl00000450
ge80097648;US;us81388833;cl00000451
ge80101127;US;us84094258;cl00000452
ge80098456;US;us84090888;cl00000453
ge80098602;US;us84091062;cl00000454
ge80096667;US;us84088701;cl00000455
ge80096934;US;us80305266;cl00000456
ge80099422;US;us84092046;cl00000457
ge80096282;US;us13823468;cl00000458
ge80097522;US;us84089818;cl00000459
ge80098508;US;us81700829;cl00000460
ge80098833;US;us80816981;cl00000461
ge80098840;US;us80817128;cl00000462
ge80096401;US;us84088407;cl00000463
ge80101690;US;us10668303;cl00000464
ge80098582;US;us84091044;cl00000465
ge80097409;US;us84089665;cl00000466
ge80121062;US;us84088562;cl00000467
ge80121455;US;us84089397;cl00000468
ge80121600;US;us84089787;cl00000469
ge80121767;US;us80347010;cl00000470
ge80122790;US;us84091978;cl00000471
ge80122846;US;us84092103;cl00000472
ge80122885;US;us84092199;cl00000473
ge80122889;US;us82510409;cl00000474
ge80122950;US;us84092331;cl00000475
ge80123237;US;us84093009;cl00000476
ge80123239;US;us84093020;cl00000477
ge80123486;US;us83533532;cl00000478
ge80123793;US;us84094400;cl00000479
ge80096413;US;us84088423;cl00000480
ge80098366;US;us84090773;cl00000481
ge80099752;US;us84092565;cl00000482
ge80099386;US;us84092621;cl00000483
ge80099423;US;us81707946;cl00000484
ge80101636;US;us84094864;cl00000485
ge80101033;US;us00320803;cl00000486
ge80100774;US;us84093798;cl00000487
ge80061849;US;us84090764;cl00000488
ge80098050;US;us84090450;cl00000489
ge80098039;US;us84090434;cl00000490
ge80097635;US;us84089963;cl00000491
ge80098376;US;us84090787;cl00000492
ge80099119;US;us84091751;cl00000493
ge80099890;US;us84092766;cl00000494
ge80100016;US;us84092880;cl00000495
ge80101000;US;us84094073;cl00000496
ge80100166;US;us84093049;cl00000497
ge80051660;US;us84090571;cl00000498
ge80052468;US;us81649072;cl00000499
ge80052957;US;us84093531;cl00000500
ge80051314;US;us84089395;cl00000501
ge80053115;US;us84094070;cl00000502
ge80051778;US;us84090803;cl00000503
ge80053111;US;us84094055;cl00000504
ge80051272;US;us84089261;cl00000505
ge80052958;US;us84093831;cl00000506
ge80051977;US;us84091524;cl00000507
ge80051316;US;us84089410;cl00000508
ge80051930;US;us84091386;cl00000509
ge80051342;US;us84089518;cl00000510
ge80051849;US;us84091136;cl00000511
ge80055574;US;us84094641;cl00000512
ge80101612;US;us84094836;cl00000513
ge80098749;US;us84091232;cl00000514
ge80101754;US;us84095033;cl00000515
ge80097566;US;us80050966;cl00000516
ge80096846;US;us84088910;cl00000517
ge80099118;US;us84091750;cl00000518
ge80051926;US;us80381461;cl00000519
ge80052025;US;us84091623;cl00000520
ge80051645;US;us84090547;cl00000521
ge80051973;US;us84091509;cl00000522
ge80052085;US;us84091860;cl00000523
ge80124056;US;us84095032;cl00000524
ge80124062;US;us84095059;cl00000525
ge80097485;US;us84089765;cl00000526
ge80096919;US;us84089012;cl00000527
ge80099628;US;us81017870;cl00000528
ge80100372;US;us84093399;cl00000529
ge80099801;US;us80139307;cl00000530
ge80123365;US;us00102643;cl00000531
ge80124040;US;us84094993;cl00000532
ge80051095;US;us82167930;cl00000533
ge80100476;US;us00066755;cl00000534
ge80100654;US;us84093638;cl00000535
ge80096753;US;us84088806;cl00000536
ge80100969;US;us84094041;cl00000537
ge80101499;US;us81768384;cl00000538
ge80097676;US;us84090020;cl00000539
ge80101439;US;us84094610;cl00000540
ge80099909;US;us84092787;cl00000541
ge80101778;US;us84095075;cl00000542
ge80101474;US;us84094658;cl00000543
ge80097272;US;us10213082;cl00000544
ge80099792;US;us84092635;cl00000545
ge80098551;US;us84091008;cl00000546
ge80101138;US;us84094271;cl00000547
ge80098552;US;us00171633;cl00000548
ge80100136;US;us84093003;cl00000549
ge80099908;US;us81210869;cl00000550
ge80097118;US;us13441814;cl00000551
ge80099506;US;us84092155;cl00000552
ge80099751;US;us80119508;cl00000553
ge80098088;US;us84090491;cl00000554
ge80050990;US;us80568025;cl00000555
ge80100768;US;us80958326;cl00000556
ge80098247;US;us83298138;cl00000557
ge80097877;US;us80908185;cl00000558
ge80099757;US;us84092570;cl00000559
ge80100541;US;us13531636;cl00000560
ge80097074;US;us84089358;cl00000561
ge80051618;US;us84090454;cl00000562
ge80051816;US;us84090957;cl00000563
ge80051904;US;us84091276;cl00000564
ge80099718;US;us12105615;cl00000565
ge80100562;US;us84093659;cl00000566
ge80101195;US;us10565412;cl00000567
ge80097680;US;us84090028;cl00000568
ge80097574;US;us84089890;cl00000569
ge80101133;US;us84094266;cl00000570
ge80099466;US;us10806118;cl00000571
ge80099403;US;us84092026;cl00000572
ge80101014;US;us84094084;cl00000573
ge80098280;US;us84090685;cl00000574
ge80099523;US;us81403502;cl00000575
ge80100371;US;us84093287;cl00000576
ge80097256;US;us84089452;cl00000577
ge80099238;US;us84091883;cl00000578
ge80051452;US;us84089911;cl00000579
ge80100396;US;us00310508;cl00000580
ge80121025;US;us84088547;cl00000581
ge80121307;US;us51619449;cl00000582
ge80121742;US;us84090119;cl00000583
ge80122235;US;us51244965;cl00000584
ge80122373;US;us84091357;cl00000585
ge80122405;US;us84091425;cl00000586
ge80123068;US;us84092715;cl00000587
ge80123072;US;us80942621;cl00000588
ge80123392;US;us84093414;cl00000589
ge80123488;US;us84093626;cl00000590
ge80100266;US;us84093158;cl00000591
ge80096609;US;us84088635;cl00000592
ge80100975;US;us84094048;cl00000593
ge80101212;US;us84094336;cl00000594
ge80098241;US;us84090642;cl00000595
ge80097125;US;us84089288;cl00000596
ge80099570;US;us84092223;cl00000597
ge80097660;US;us84089998;cl00000598
ge80100756;US;us84093774;cl00000599
ge80100311;US;us84093209;cl00000600
ge80096275;US;us84088241;cl00000601
ge80051591;US;us84090451;cl00000602
ge80053249;US;us81495153;cl00000603
ge80051216;US;us84089086;cl00000604
ge80052854;US;us84093119;cl00000605
ge80051041;US;us84088439;cl00000606
ge80053262;US;us84094439;cl00000607
ge80098633;US;us80920325;cl00000608
ge80097093;US;us84089241;cl00000609
ge80098900;US;us82941703;cl00000610
ge80099838;US;us84092704;cl00000611
ge80099869;US;us84092743;cl00000612
ge80099744;US;us84092538;cl00000613
ge80096657;US;us84088690;cl00000614
ge80121954;US;us84090525;cl00000615
ge80097996;US;us84090382;cl00000616
ge80123004;US;us84092498;cl00000617
ge80101390;US;us81116276;cl00000618
ge80052819;US;us84092939;cl00000619
ge80051593;US;us84090339;cl00000620
ge80100689;US;us84093683;cl00000621
ge80096909;US;us84088991;cl00000622
ge80096863;US;us84088928;cl00000623
ge80097595;US;us81429189;cl00000624
ge80097196;US;us82298994;cl00000625
ge80097323;US;us84089564;cl00000626
ge80101221;US;us84094366;cl00000627
ge80099214;US;us84091856;cl00000628
ge80099958;US;us84092840;cl00000629
ge80099004;US;us84091610;cl00000630
ge80101794;US;us80975299;cl00000631
ge80101191;US;us84094320;cl00000632
ge80099683;US;us84092354;cl00000633
ge80098554;US;us84091011;cl00000634
ge80099888;US;us84092764;cl00000635
ge80099072;US;us12725728;cl00000636
ge80098792;US;us84091283;cl00000637
ge80097420;US;us12127142;cl00000638
ge80100580;US;us81309789;cl00000639
ge80097471;US;us84089742;cl00000640
ge80096294;US;us84088263;cl00000641
ge80097553;US;us84089865;cl00000642
ge80098319;US;us84090727;cl00000643
ge80097156;US;us82347654;cl00000644
ge80097028;US;us14086651;cl00000645
ge80051978;US;us84091529;cl00000646
ge80052901;US;us84093306;cl00000647
ge80051351;US;us81463402;cl00000648
ge80051533;US;us84090177;cl00000649
ge80052616;US;us84092599;cl00000650
ge80052017;US;us84091584;cl00000651
ge80123284;US;us10331775;cl00000652
ge80100018;US;us84092883;cl00000653
ge80099970;US;us84092855;cl00000654
ge80096668;US;us84088703;cl00000655
ge80099455;US;us84092098;cl00000656
ge80096716;US;us84088723;cl00000657
ge80096293;US;us80882160;cl00000658
ge80098761;US;us00285542;cl00000659
ge80100368;US;us84093282;cl00000660
ge80100152;US;us84093023;cl00000661
ge80101019;US;us84094094;cl00000662
ge80121844;US;us84090337;cl00000663
ge80122421;US;us84091471;cl00000664
ge80069605;US;us84094601;cl00000665
ge80123338;US;us84093288;cl00000666
ge80091296;US;us84093658;cl00000667
ge80100940;US;us84094001;cl00000668
ge80090212;US;us84088926;cl00000669
ge80121485;US;us84089491;cl00000670
ge80053325;US;us84094676;cl00000671
ge80051870;US;us84091190;cl00000672
ge80068826;US;us84093266;cl00000673
ge80068533;US;us82056611;cl00000674
ge80098185;US;us84090588;cl00000675
ge80136586;US;us84090911;cl00000676
ge80137312;US;us84092458;cl00000677
ge80100351;US;us84093254;cl00000678
ge80096606;US;us84088632;cl00000679
ge80051959;US;us84091480;cl00000680
ge80051196;US;us84089027;cl00000681
ge80052718;US;us84092847;cl00000682
ge80100855;US;us84093922;cl00000683
ge80069585;US;us81537764;cl00000684
ge80120948;US;us84088315;cl00000685
ge80121026;US;us84088492;cl00000686
ge80053341;US;us84094713;cl00000687
ge80108711;US;us00110501;cl00000688
ge80051240;US;us84089149;cl00000689
ge80051323;US;us84089424;cl00000690
ge80136607;US;us00282896;cl00000691
ge80096439;US;us80884797;cl00000692
ge80099446;US;us84092077;cl00000693
ge80098021;US;us10896665;cl00000694
ge80100104;US;us84092953;cl00000695
ge80121940;US;us84090508;cl00000696
ge80101515;US;us84094705;cl00000697
ge80099540;US;us84092196;cl00000698
ge80097466;US;us84089960;cl00000699
ge80135830;US;us84089066;cl00000700
ge80051374;US;us84089604;cl00000701
ge80075879;US;us84094743;cl00000702
ge80052411;US;us84092581;cl00000703
ge80098590;US;us84091051;cl00000704
ge80100803;US;us84093840;cl00000705
ge80051466;US;us84089962;cl00000706
ge80097591;US;us10569242;cl00000707
ge80051796;US;us84090867;cl00000708
ge80053236;US;us84094351;cl00000709
ge80100441;US;us84093367;cl00000710
ge80097632;US;us84089959;cl00000711
ge80051213;US;us00156717;cl00000712
ge80098227;US;us84090623;cl00000713
ge80097645;US;us84089973;cl00000714
ge80098071;US;us14472670;cl00000715
ge80051893;US;us84091256;cl00000716
ge80097990;US;us84090372;cl00000717
ge80052210;US;us84091960;cl00000718
ge80097638;US;us84089965;cl00000719
ge80099780;US;us84092614;cl00000720
ge80053174;US;us84094193;cl00000721
ge80100289;US;us84093190;cl00000722
ge80123976;US;us84094847;cl00000723
ge80098320;US;us14373958;cl00000724
ge80101059;US;us84094144;cl00000725
ge80051380;US;us00161095;cl00000726
ge80097321;US;us84089559;cl00000727
ge80096515;US;us80885792;cl00000728
ge80096831;US;us84088890;cl00000729
ge80101543;US;us84094740;cl00000730
ge80096969;US;us84089074;cl00000731
ge80098664;US;us81745652;cl00000732
ge80100353;US;us13526141;cl00000733
ge80098952;US;us84091535;cl00000734
ge80097682;US;us84090031;cl00000735
ge80121965;US;us83502770;cl00000736
ge80052599;US;us84092527;cl00000737
ge80122574;US;us84091931;cl00000738
ge80101229;US;us82406819;cl00000739
ge80099480;US;us84092126;cl00000740
ge80122399;US;us80924836;cl00000741
ge80122835;US;us84092071;cl00000742
ge80123021;US;us84092588;cl00000743
ge80053280;US;us84094498;cl00000744
ge80098271;US;us84090676;cl00000745
ge80097725;US;us84090073;cl00000746
ge80098226;US;us84090622;cl00000747
ge80097987;US;us84090371;cl00000748
ge80098328;US;us80548662;cl00000749
ge80098638;US;us13903233;cl00000750
ge80101769;US;us84095055;cl00000751
ge80101668;US;us83394721;cl00000752
ge80051454;US;us10224268;cl00000753
ge80096548;US;us00068294;cl00000754
ge80135441;US;us84088204;cl00000755
ge80135642;US;us84088638;cl00000756
ge80136020;US;us84089575;cl00000757
ge80136377;US;us50123445;cl00000758
ge80136214;US;us84090087;cl00000759
ge80136354;US;us51215402;cl00000760
ge80137643;US;us84093343;cl00000761
ge80138030;US;us84094361;cl00000762
ge80138109;US;us84094580;cl00000763
ge80138122;US;us84094603;cl00000764
ge80138231;US;us84094866;cl00000765
ge80138317;US;us84095067;cl00000766
ge80138318;US;us84095072;cl00000767
ge80051371;US;us84089591;cl00000768
ge80136499;US;us84090703;cl00000769
ge80136561;US;us84090847;cl00000770
ge80136578;US;us84090892;cl00000771
ge80136616;US;us84091009;cl00000772
ge80136638;US;us84091074;cl00000773
ge80136642;US;us84091085;cl00000774
ge80136759;US;us84091312;cl00000775
ge80136768;US;us84091341;cl00000776
ge80136784;US;us84091392;cl00000777
ge80136850;US;us84091586;cl00000778
ge80136901;US;us84091710;cl00000779
ge80136967;US;us84091841;cl00000780
ge80136984;US;us84091868;cl00000781
ge80137041;US;us84091952;cl00000782
ge80051637;US;us84090509;cl00000783
ge80051594;US;us84090341;cl00000784
ge80052906;US;us00189361;cl00000785
ge80051365;US;us84089582;cl00000786
ge80051919;US;us84091334;cl00000787
ge80052517;US;us84092384;cl00000788
ge80051969;US;us84091498;cl00000789
ge80052876;US;us84093183;cl00000790
ge80052556;US;us84092443;cl00000791
ge80051813;US;us84090954;cl00000792
ge80052018;US;us84091587;cl00000793
ge80051960;US;us80096484;cl00000794
ge80097819;US;us84090167;cl00000795
ge80123561;US;us84093814;cl00000796
ge80096553;US;us84088579;cl00000797
ge80100295;US;us84093195;cl00000798
ge80101659;US;us84094898;cl00000799
ge80098965;US;us13485950;cl00000800
ge80100412;US;us84093337;cl00000801
ge80100778;US;us84093801;cl00000802
ge80101115;US;us84094243;cl00000803
ge80097110;US;us84089271;cl00000804
ge80100114;US;us84092970;cl00000805
ge80097667;US;us84090006;cl00000806
ge80100892;US;us84093936;cl00000807
ge80096416;US;us84088451;cl00000808
ge80099706;US;us82686605;cl00000809
ge80100602;US;us82318492;cl00000810
ge80053293;US;us00200960;cl00000811
ge80121350;US;us84089111;cl00000812
ge80121796;US;us82256859;cl00000813
ge80121848;US;us84090340;cl00000814
ge80122029;US;us83226130;cl00000815
ge80122511;US;us84091661;cl00000816
ge80099470;US;us00179311;cl00000817
ge80068797;US;us81530984;cl00000818
ge80091289;US;us84093577;cl00000819
ge80052432;US;us84092088;cl00000820
ge80135677;US;us84088693;cl00000821
ge80137836;US;us84093812;cl00000822
ge80098816;US;us84091328;cl00000823
ge80122549;US;us84091743;cl00000824
ge80097823;US;us84090172;cl00000825
ge80053290;US;us84094536;cl00000826
ge80097768;US;us81979584;cl00000827
ge80101565;US;us84094769;cl00000828
ge80101016;US;us84094089;cl00000829
ge80097284;US;us84089504;cl00000830
ge80099551;US;us12287013;cl00000831
ge80121573;US;us84089729;cl00000832
ge80097378;US;us84089628;cl00000833
ge80121589;US;us84089760;cl00000834
ge80122557;US;us84091768;cl00000835
ge80099203;US;us12995034;cl00000836
ge80123719;US;us84094225;cl00000837
ge80099260;US;us84091917;cl00000838
ge80136063;US;us84089693;cl00000839
ge80137817;US;us84093769;cl00000840
ge80137237;US;us84092277;cl00000841
ge80101387;US;us84094537;cl00000842
ge80098992;US;us84091597;cl00000843
ge80100536;US;us84093501;cl00000844
ge80099723;US;us14252701;cl00000845
ge80099205;US;us12584512;cl00000846
ge80053116;US;us00196191;cl00000847
ge80100600;US;us81718144;cl00000848
ge80098915;US;us84091485;cl00000849
ge80099361;US;us81750953;cl00000850
ge80100733;US;us84093733;cl00000851
ge80100516;US;us84093477;cl00000852
ge80101004;US;us84094076;cl00000853
ge80122828;US;us84092052;cl00000854
ge80097458;US;us84089731;cl00000855
ge80100410;US;us84093334;cl00000856
ge80121049;US;us84088539;cl00000857
ge80097488;US;us84089773;cl00000858
ge80052440;US;us84092110;cl00000859
ge80051905;US;us84091285;cl00000860
ge80098561;US;us84091019;cl00000861
ge80096907;US;us84088988;cl00000862
ge80097005;US;us84089119;cl00000863
ge80098872;US;us84091407;cl00000864
ge80099868;US;us84092742;cl00000865
ge80100409;US;us84093331;cl00000866
ge80097803;US;us13459324;cl00000867
ge80096922;US;us13436904;cl00000868
ge80101323;US;us84094469;cl00000869
ge80097696;US;us84090046;cl00000870
ge80100628;US;us84093606;cl00000871
ge80100627;US;us84093605;cl00000872
ge80100897;US;us84093942;cl00000873
ge80097606;US;us80712446;cl00000874
ge80098830;US;us12965778;cl00000875
ge80099316;US;us84091957;cl00000876
ge80098767;US;us10474230;cl00000877
ge80101639;US;us84094869;cl00000878
ge80097206;US;us84089384;cl00000879
ge80052446;US;us84092123;cl00000880
ge80123744;US;us51704332;cl00000881
ge80099920;US;us84092798;cl00000882
ge80098007;US;us14653438;cl00000883
ge80100626;US;us84093604;cl00000884
ge80099175;US;us84091805;cl00000885
ge80097883;US;us84090236;cl00000886
ge80097020;US;us80892875;cl00000887
ge80101651;US;us84094884;cl00000888
ge80121415;US;us00158399;cl00000889
ge80099827;US;us84092686;cl00000890
ge80098921;US;us00174930;cl00000891
ge80101473;US;us84094656;cl00000892
ge80097229;US;us84089415;cl00000893
ge80051520;US;us84090147;cl00000894
ge80051540;US;us80907902;cl00000895
ge80096374;US;us00252105;cl00000896
ge80096516;US;us13824872;cl00000897
ge80098326;US;us12166739;cl00000898
ge80099848;US;us10701157;cl00000899
ge80098423;US;us84090845;cl00000900
ge80098705;US;us81833305;cl00000901
ge80099220;US;us84091865;cl00000902
ge80099212;US;us84091853;cl00000903
ge80099602;US;us84092260;cl00000904
ge80098698;US;us84091180;cl00000905
ge80051592;US;us84090342;cl00000906
ge80121256;US;us84088917;cl00000907
ge80121695;US;us84090019;cl00000908
ge80052936;US;us84093439;cl00000909
ge80052859;US;us84093128;cl00000910
ge80052700;US;us84092775;cl00000911
ge80051503;US;us84090105;cl00000912
ge80097602;US;us84089929;cl00000913
ge80124033;US;us12783022;cl00000914
ge80099384;US;us84092562;cl00000915
ge80097313;US;us84089546;cl00000916
ge80120952;US;us84088327;cl00000917
ge80121017;US;us84088470;cl00000918
ge80121208;US;us84088832;cl00000919
ge80121479;US;us84089460;cl00000920
ge80121588;US;us84089771;cl00000921
ge80121721;US;us00272956;cl00000922
ge80122361;US;us84091329;cl00000923
ge80098144;US;us81828577;cl00000924
ge80097263;US;us84089466;cl00000925
ge80122512;US;us84091664;cl00000926
ge80097509;US;us83001167;cl00000927
ge80098848;US;us80090509;cl00000928
ge80096476;US;us84088495;cl00000929
ge80122395;US;us84091410;cl00000930
ge80123031;US;us84092634;cl00000931
ge80123718;US;us83539154;cl00000932
ge80123988;US;us84094877;cl00000933
ge80124069;US;us84095079;cl00000934
ge80123336;US;us84093286;cl00000935
ge80123470;US;us84093584;cl00000936
ge80053213;US;us84094254;cl00000937
ge80053180;US;us84094199;cl00000938
ge80052100;US;us84091896;cl00000939
ge80054945;US;us82411357;cl00000940
ge80099435;US;us80934027;cl00000941
ge80100055;US;us84092914;cl00000942
ge80100535;US;us84093500;cl00000943
ge80097081;US;us84089684;cl00000944
ge80097105;US;us84089267;cl00000945
ge80051022;US;us84088390;cl00000946
ge80053118;US;us00196422;cl00000947
ge80135513;US;us84088352;cl00000948
ge80135554;US;us84088449;cl00000949
ge80099618;US;us00297256;cl00000950
ge80135628;US;us83904101;cl00000951
ge80135953;US;us80986991;cl00000952
ge80135959;US;us84089399;cl00000953
ge80135962;US;us84089408;cl00000954
ge80100762;US;us84093783;cl00000955
ge80136074;US;us83652562;cl00000956
ge80136075;US;us84089715;cl00000957
ge80136082;US;us84089728;cl00000958
ge80136099;US;us84089799;cl00000959
ge80135862;US;us84089165;cl00000960
ge80137522;US;us84093010;cl00000961
ge80137662;US;us84093392;cl00000962
ge80137818;US;us84093771;cl00000963
ge80137891;US;us84093970;cl00000964
ge80137923;US;us84094062;cl00000965
ge80137973;US;us82420798;cl00000966
ge80138044;US;us84094384;cl00000967
ge80138084;US;us84094513;cl00000968
ge80138127;US;us84094606;cl00000969
ge80138188;US;us84094755;cl00000970
ge80138225;US;us84094855;cl00000971
ge80138294;US;us82092539;cl00000972
ge80138301;US;us84095024;cl00000973
ge80136388;US;us84090486;cl00000974
ge80136399;US;us84090518;cl00000975
ge80136545;US;us82670661;cl00000976
ge80136547;US;us80916740;cl00000977
ge80136601;US;us84090953;cl00000978
ge80136625;US;us84091037;cl00000979
ge80136773;US;us00174249;cl00000980
ge80136787;US;us83509570;cl00000981
ge80136795;US;us84091428;cl00000982
ge80136824;US;us84091514;cl00000983
ge80136867;US;us84091633;cl00000984
ge80137009;US;us84091927;cl00000985
ge80137039;US;us84091947;cl00000986
ge80137072;US;us84091975;cl00000987
ge80137075;US;us14225634;cl00000988
ge80137245;US;us84092308;cl00000989
ge80137320;US;us50851443;cl00000990
ge80137337;US;us84092650;cl00000991
ge80135803;US;us84088998;cl00000992
ge80135807;US;us84089003;cl00000993
ge80053318;US;us84094630;cl00000994
ge80101503;US;us00103535;cl00000995
ge80096560;US;us81121185;cl00000996
ge80137084;US;us84092000;cl00000997
ge80137111;US;us13716121;cl00000998
ge80137127;US;us84092059;cl00000999
ge80137244;US;us84092306;cl00001000
ge80137304;US;us84092479;cl00001001
ge80137467;US;us84092902;cl00001002
ge80137480;US;us84092924;cl00001003
ge80053130;US;us84094142;cl00001004
ge80100270;US;us84093165;cl00001005
ge80100837;US;us84093879;cl00001006
ge80100754;US;us84093772;cl00001007
ge80097515;US;us13049148;cl00001008
ge80098532;US;us00108756;cl00001009
ge80100175;US;us84093056;cl00001010
ge80096309;US;us84088279;cl00001011
ge80098857;US;us84091376;cl00001012
ge80099071;US;us84091702;cl00001013
ge80097836;US;us81980901;cl00001014
ge80101382;US;us00200817;cl00001015
ge80100506;US;us84093459;cl00001016
ge80101525;US;us13300762;cl00001017
ge80100657;US;us84093642;cl00001018
ge80097257;US;us84089454;cl00001019
ge80101051;US;us84094135;cl00001020
ge80100195;US;us84093079;cl00001021
ge80097863;US;us84090210;cl00001022
ge80097422;US;us84089685;cl00001023
ge80101759;US;us84095040;cl00001024
ge80121497;US;us51160335;cl00001025
ge80121510;US;us84089548;cl00001026
ge80121635;US;us84089860;cl00001027
ge80122337;US;us00173718;cl00001028
ge80122347;US;us14378435;cl00001029
ge80122599;US;us84091857;cl00001030
ge80122705;US;us50775801;cl00001031
ge80122948;US;us84092330;cl00001032
ge80123309;US;us84093188;cl00001033
ge80123492;US;us84093641;cl00001034
ge80123756;US;us10569160;cl00001035
ge80096902;US;us84088982;cl00001036
ge80100709;US;us84093706;cl00001037
ge80101699;US;us84094942;cl00001038
ge80096789;US;us84089009;cl00001039
ge80097702;US;us13893717;cl00001040
ge80097866;US;us84090213;cl00001041
ge80100492;US;us84093440;cl00001042
