TA_CODE;yeni_ulke;NEW_TA_CODE;sacma_ta_code
ge80097413;US;us84089676;cl00001043
ge80096356;US;us84088358;cl00001044
ge80100286;US;us84093180;cl00001045
ge80099694;US;us84092372;cl00001046
ge80097172;US;us84089343;cl00001047
ge80100179;US;us84093061;cl00001048
ge80099323;US;us84091969;cl00001049
ge80051877;US;us84091218;cl00001050
ge80053073;US;us84093903;cl00001051
ge80052102;US;us84091898;cl00001052
ge80051441;US;us84089874;cl00001053
ge80053088;US;us84093971;cl00001054
ge80100827;US;us84093865;cl00001055
ge80051091;US;us81458282;cl00001056
ge80053168;US;us84094187;cl00001057
ge80097146;US;us84089310;cl00001058
ge80096296;US;us84088264;cl00001059
ge80121590;US;us84089768;cl00001060
ge80096585;US;us84088614;cl00001061
ge80098201;US;us84090607;cl00001062
ge80123844;US;us50368077;cl00001063
ge80100944;US;us84094006;cl00001064
ge80101128;US;us10355798;cl00001065
ge80124039;US;us84094986;cl00001066
ge80099778;US;us84092613;cl00001067
ge80101488;US;us84094674;cl00001068
ge80098276;US;us84090680;cl00001069
ge80097741;US;us84090097;cl00001070
ge80097792;US;us13085445;cl00001071
ge80098639;US;us84091118;cl00001072
ge80100334;US;us84093237;cl00001073
ge80100839;US;us84093881;cl00001074
ge80100344;US;us84093252;cl00001075
ge80096272;US;us84088236;cl00001076
ge80098564;US;us84091025;cl00001077
ge80097625;US;us00163672;cl00001078
ge80096456;US;us80217886;cl00001079
ge80100885;US;us80077409;cl00001080
ge80100914;US;us00194898;cl00001081
ge80097399;US;us12881861;cl00001082
ge80051158;US;us84088913;cl00001083
ge80051477;US;us84089985;cl00001084
ge80052206;US;us84091944;cl00001085
ge80051318;US;us84089418;cl00001086
ge80052651;US;us84092674;cl00001087
ge80052511;US;us84092345;cl00001088
ge80051127;US;us84088793;cl00001089
ge80052480;US;us84092226;cl00001090
ge80051410;US;us84089754;cl00001091
ge80051467;US;us84089967;cl00001092
ge80099055;US;us84091681;cl00001093
ge80101667;US;us84094900;cl00001094
ge80100926;US;us84093991;cl00001095
ge80099211;US;us84091849;cl00001096
ge80098960;US;us81556788;cl00001097
ge80099736;US;us84092442;cl00001098
ge80099739;US;us84092438;cl00001099
ge80091288;US;us84093576;cl00001100
ge80101576;US;us83083451;cl00001101
ge80099366;US;us84091998;cl00001102
ge80096796;US;us84088856;cl00001103
ge80101689;US;us84094932;cl00001104
ge80051345;US;us84089530;cl00001105
ge80097009;US;us10383036;cl00001106
ge80054527;US;us81587723;cl00001107
ge80137501;US;us84092966;cl00001108
ge80097581;US;us84089903;cl00001109
ge80100320;US;us84093219;cl00001110
ge80100577;US;us84093545;cl00001111
ge80100950;US;us00066114;cl00001112
ge80097320;US;us84089558;cl00001113
ge80100452;US;us84093385;cl00001114
ge80100549;US;us84093525;cl00001115
ge80096724;US;us84088767;cl00001116
ge80051222;US;us84089094;cl00001117
ge80051531;US;us80310446;cl00001118
ge80099176;US;us84091808;cl00001119
ge80054528;US;us84091084;cl00001120
ge80122972;US;us84092377;cl00001121
ge80101433;US;us84094602;cl00001122
ge80123095;US;us84092776;cl00001123
ge80052594;US;us84092491;cl00001124
ge80052555;US;us84092439;cl00001125
ge80097610;US;us84089937;cl00001126
ge80099128;US;us84091758;cl00001127
ge80101644;US;us82494055;cl00001128
ge80100449;US;us84093379;cl00001129
ge80097549;US;us84089862;cl00001130
ge80123599;US;us84093902;cl00001131
ge80101522;US;us84094716;cl00001132
ge80052482;US;us84092237;cl00001133
ge80100299;US;us84093203;cl00001134
ge80136513;US;us84090732;cl00001135
ge80136959;US;us84091823;cl00001136
ge80100296;US;us84093196;cl00001137
ge80099399;US;us84092022;cl00001138
ge80122178;US;us83601189;cl00001139
ge80098323;US;us84090733;cl00001140
ge80101750;US;us84095018;cl00001141
ge80096776;US;us84088838;cl00001142
ge80101511;US;us84094703;cl00001143
ge80097762;US;us84090123;cl00001144
ge80096761;US;us84088820;cl00001145
ge80100678;US;us80957046;cl00001146
ge80098603;US;us84091066;cl00001147
ge80098707;US;us84091183;cl00001148
ge80096406;US;us84088412;cl00001149
ge80100379;US;us84093289;cl00001150
ge80122718;US;us82795416;cl00001151
ge80099988;US;us84092867;cl00001152
ge80098940;US;us80926585;cl00001153
ge80100871;US;us84093921;cl00001154
ge80097258;US;us84089455;cl00001155
ge80123888;US;us00046876;cl00001156
ge80096464;US;us84088548;cl00001157
ge80101122;US;us00321857;cl00001158
ge80100802;US;us84093836;cl00001159
ge80097626;US;us84089952;cl00001160
ge80051970;US;us84091499;cl00001161
ge80098845;US;us84091352;cl00001162
ge80096504;US;us84088525;cl00001163
ge80097314;US;us00160294;cl00001164
ge80101327;US;us84094472;cl00001165
ge80099014;US;us10412793;cl00001166
ge80098291;US;us84090677;cl00001167
ge80051835;US;us84091098;cl00001168
ge80051736;US;us84090687;cl00001169
ge80099731;US;us00115109;cl00001170
ge80096736;US;us80888599;cl00001171
ge80098382;US;us83100549;cl00001172
ge80098985;US;us84091585;cl00001173
ge80097397;US;us84089650;cl00001174
ge80096276;US;us84088244;cl00001175
ge80051187;US;us84089005;cl00001176
ge80122264;US;us84091159;cl00001177
ge80051201;US;us13692774;cl00001178
ge80051923;US;us10847891;cl00001179
ge80051220;US;us12905015;cl00001180
ge80121011;US;us81272862;cl00001181
ge80121469;US;us84089428;cl00001182
ge80121668;US;us84089957;cl00001183
ge80032169;RU;ru80184677;cl00001184
ge80122566;US;us50750445;cl00001185
ge80122639;US;us84091912;cl00001186
ge80099674;US;us84092346;cl00001187
ge80068353;US;us84088993;cl00001188
ge80122982;US;us84092412;cl00001189
ge80122922;US;us82176762;cl00001190
ge80123019;US;us84092592;cl00001191
ge80123343;US;us84093299;cl00001192
ge80099095;US;us84091723;cl00001193
ge80051804;US;us81290102;cl00001194
ge80052575;US;us84092502;cl00001195
ge80053034;US;us84093793;cl00001196
ge80051449;US;us84089902;cl00001197
ge80053296;US;us84094635;cl00001198
ge80098263;US;us84090669;cl00001199
ge80099364;US;us84091994;cl00001200
ge80099462;US;us81062979;cl00001201
ge80101341;US;us84094483;cl00001202
ge80101340;US;us84094482;cl00001203
ge80096549;US;us84088576;cl00001204
ge80075714;US;us84088442;cl00001205
ge80135521;US;us84088366;cl00001206
ge80135563;US;us84088483;cl00001207
ge80135631;US;us82410039;cl00001208
ge80136363;US;us00106624;cl00001209
ge80136086;US;us84089737;cl00001210
ge80136147;US;us84089917;cl00001211
ge80136176;US;us84089990;cl00001212
ge80135685;US;us84088708;cl00001213
ge80135694;US;us84088722;cl00001214
ge80135753;US;us84088869;cl00001215
ge80098569;US;us80549117;cl00001216
ge80100134;US;us80465230;cl00001217
ge80099609;US;us84092268;cl00001218
ge80096710;US;us84088750;cl00001219
ge80096277;US;us00250397;cl00001220
ge80098137;US;us84090543;cl00001221
ge80100135;US;us84093002;cl00001222
ge80099129;US;us84091759;cl00001223
ge80097230;US;us84089417;cl00001224
ge80101381;US;us80968222;cl00001225
ge80097337;US;us84089580;cl00001226
ge80097014;US;us84089133;cl00001227
ge80100169;US;us84093053;cl00001228
ge80098819;US;us84091366;cl00001229
ge80097371;US;us13306784;cl00001230
ge80097029;US;us84089150;cl00001231
ge80099146;US;us84091781;cl00001232
ge80098209;US;us84090619;cl00001233
ge80097668;US;us84090007;cl00001234
ge80098156;US;us84090559;cl00001235
ge80098178;US;us80913781;cl00001236
ge80099654;US;us81843604;cl00001237
ge80096235;US;us00066921;cl00001238
ge80099408;US;us84092030;cl00001239
ge80096358;US;us81605111;cl00001240
ge80101738;US;us84095006;cl00001241
ge80097004;US;us84089118;cl00001242
ge80096642;US;us12087383;cl00001243
ge80097168;US;us84089338;cl00001244
ge80097104;US;us84089264;cl00001245
ge80101105;US;us10938272;cl00001246
ge80101322;US;us10584212;cl00001247
ge80101746;US;us84095014;cl00001248
ge80097322;US;us84089561;cl00001249
ge80097085;US;us84089228;cl00001250
ge80099093;US;us84091721;cl00001251
ge80099822;US;us80453457;cl00001252
ge80099301;US;us84091936;cl00001253
ge80097727;US;us84090077;cl00001254
ge80098205;US;us80913994;cl00001255
ge80098269;US;us84090674;cl00001256
ge80098804;US;us81251670;cl00001257
ge80096675;US;us84088712;cl00001258
ge80098436;US;us14158172;cl00001259
ge80097755;US;us13018159;cl00001260
ge80099009;US;us81993167;cl00001261
ge80096588;US;us84088618;cl00001262
ge80096268;US;us84088232;cl00001263
ge80098820;US;us80723427;cl00001264
ge80100170;US;us81025053;cl00001265
ge80098781;US;us82174484;cl00001266
ge80121039;US;us10026552;cl00001267
ge80121365;US;us84089161;cl00001268
ge80121596;US;us84089777;cl00001269
ge80121622;US;us84089831;cl00001270
ge80121672;US;us50565198;cl00001271
ge80121746;US;us84090126;cl00001272
ge80121811;US;us84090257;cl00001273
ge80121864;US;us84090364;cl00001274
ge80122285;US;us84091188;cl00001275
ge80122709;US;us84091946;cl00001276
ge80122853;US;us84092117;cl00001277
ge80122905;US;us84092233;cl00001278
ge80122935;US;us84092295;cl00001279
ge80123244;US;us84093036;cl00001280
ge80123367;US;us84093356;cl00001281
ge80123445;US;us84093542;cl00001282
ge80123909;US;us84094701;cl00001283
ge80096785;US;us84088848;cl00001284
ge80101498;US;us84094687;cl00001285
ge80099552;US;us00179944;cl00001286
ge80099438;US;us84092068;cl00001287
ge80098766;US;us84091250;cl00001288
ge80101392;US;us84094545;cl00001289
ge80101605;US;us84094826;cl00001290
ge80097162;US;us84089336;cl00001291
ge80101645;US;us84094876;cl00001292
ge80097978;US;us84090355;cl00001293
ge80097225;US;us84089413;cl00001294
ge80100748;US;us84093763;cl00001295
ge80096854;US;us83035529;cl00001296
ge80096958;US;us14357913;cl00001297
ge80098713;US;us84091187;cl00001298
ge80051894;US;us83672094;cl00001299
ge80051446;US;us84089894;cl00001300
ge80052984;US;us84093609;cl00001301
ge80052895;US;us84093275;cl00001302
ge80052985;US;us84093623;cl00001303
ge80052039;US;us84091693;cl00001304
ge80051638;US;us84090510;cl00001305
ge80051126;US;us84088790;cl00001306
ge80052027;US;us84091637;cl00001307
ge80053291;US;us81593531;cl00001308
ge80052818;US;us84092934;cl00001309
ge80051947;US;us84091427;cl00001310
ge80053170;US;us84094189;cl00001311
ge80051851;US;us84091138;cl00001312
ge80053362;US;us84094822;cl00001313
ge80101332;US;us84094477;cl00001314
ge80097579;US;us84089899;cl00001315
ge80053162;US;us84094181;cl00001316
ge80051053;US;us13144129;cl00001317
ge80051110;US;us84088704;cl00001318
ge80053078;US;us84093916;cl00001319
ge80053178;US;us84094197;cl00001320
ge80051765;US;us84090752;cl00001321
ge80100037;US;us84092895;cl00001322
ge80068766;US;us13200329;cl00001323
ge80100660;US;us84093647;cl00001324
ge80122351;US;us80088427;cl00001325
ge80123091;US;us84092763;cl00001326
ge80123079;US;us10732964;cl00001327
ge80098674;US;us84091161;cl00001328
ge80051398;US;us84089720;cl00001329
ge80097239;US;us80319107;cl00001330
ge80097385;US;us80899984;cl00001331
ge80097473;US;us84089744;cl00001332
ge80121405;US;us84089262;cl00001333
ge80098972;US;us84091602;cl00001334
ge80096544;US;us12574190;cl00001335
ge80097651;US;us84089981;cl00001336
ge80098856;US;us84091375;cl00001337
ge80051237;US;us84089138;cl00001338
ge80052557;US;us84092445;cl00001339
ge80099007;US;us12205245;cl00001340
ge80098825;US;us84091311;cl00001341
ge80123624;US;us84093975;cl00001342
ge80122137;US;us84090861;cl00001343
ge80122394;US;us84091406;cl00001344
ge80098863;US;us80818245;cl00001345
ge80097132;US;us81384531;cl00001346
ge80051785;US;us84090817;cl00001347
ge80122996;US;us84092493;cl00001348
ge80123416;US;us84093493;cl00001349
ge80123529;US;us84093717;cl00001350
ge80124043;US;us84095005;cl00001351
ge80051462;US;us84089950;cl00001352
ge80100568;US;us80955027;cl00001353
ge80099950;US;us00036266;cl00001354
ge80101787;US;us84095088;cl00001355
ge80053095;US;us84093987;cl00001356
ge80100852;US;us84093897;cl00001357
ge80096951;US;us84089053;cl00001358
ge80098417;US;us84090836;cl00001359
ge80099748;US;us13507573;cl00001360
ge80100849;US;us84093891;cl00001361
ge80100694;US;us80957201;cl00001362
ge80099497;US;us10612572;cl00001363
ge80096608;US;us84088634;cl00001364
ge80097582;US;us84089905;cl00001365
ge80097472;US;us84089743;cl00001366
ge80099365;US;us84091996;cl00001367
ge80096343;US;us84088337;cl00001368
ge80097249;US;us84089443;cl00001369
ge80100848;US;us84093889;cl00001370
ge80100964;US;us84094033;cl00001371
ge80098963;US;us84091560;cl00001372
ge80101316;US;us84094459;cl00001373
ge80098981;US;us84091578;cl00001374
ge80098774;US;us80922563;cl00001375
ge80099135;US;us84091771;cl00001376
ge80099230;US;us00113557;cl00001377
ge80052435;US;us84092101;cl00001378
ge80052024;US;us84091622;cl00001379
ge80053255;US;us84094414;cl00001380
ge80053258;US;us84094425;cl00001381
ge80052621;US;us50263539;cl00001382
ge80051464;US;us84089958;cl00001383
ge80052451;US;us84092146;cl00001384
ge80052871;US;us84093171;cl00001385
ge80053105;US;us84094026;cl00001386
ge80052549;US;us84092524;cl00001387
ge80053277;US;us81862749;cl00001388
ge80053026;US;us84093758;cl00001389
ge80051054;US;us84088479;cl00001390
ge80052034;US;us84091680;cl00001391
ge80053108;US;us84094050;cl00001392
ge80051084;US;us84088603;cl00001393
ge80051727;US;us84090658;cl00001394
ge80098937;US;us13484899;cl00001395
ge80099161;US;us84091803;cl00001396
ge80123296;US;us84093147;cl00001397
ge80123332;US;us84093267;cl00001398
ge80101461;US;us84094637;cl00001399
ge80099833;US;us84092698;cl00001400
ge80062026;US;us80931353;cl00001401
ge80068765;US;us80971386;cl00001402
ge80081003;US;us84094698;cl00001403
ge80096414;US;us13427240;cl00001404
ge80097900;US;us84090251;cl00001405
ge80100718;US;us80174330;cl00001406
ge80096477;US;us82187690;cl00001407
ge80100364;US;us84093277;cl00001408
ge80101404;US;us84094657;cl00001409
ge80096421;US;us84088431;cl00001410
ge80100551;US;us84093526;cl00001411
ge80100667;US;us84093650;cl00001412
ge80100466;US;us84093403;cl00001413
ge80096433;US;us10695344;cl00001414
ge80096911;US;us81688572;cl00001415
ge80099567;US;us84092217;cl00001416
ge80101318;US;us84094463;cl00001417
ge80055412;US;us84092810;cl00001418
ge80122090;US;us84090763;cl00001419
ge80122113;US;us84090818;cl00001420
ge80053409;PL;pl80152777;cl00001421
ge80100869;US;us80960059;cl00001422
ge80099725;US;us84092421;cl00001423
ge80121311;US;us84089023;cl00001424
ge80051335;US;us84089481;cl00001425
ge80096351;US;us84088346;cl00001426
ge80068814;US;us84091682;cl00001427
ge80135611;US;us84088595;cl00001428
ge80136289;US;us84090268;cl00001429
ge80137533;US;us84093042;cl00001430
ge80137740;US;us80489176;cl00001431
ge80135921;US;us84089294;cl00001432
ge80136356;US;us84090439;cl00001433
ge80137512;US;us84092985;cl00001434
ge80137780;US;us00192591;cl00001435
ge80137885;US;us84093944;cl00001436
ge80137941;US;us84094096;cl00001437
ge80138070;US;us00199970;cl00001438
ge80138080;US;us84094510;cl00001439
ge80138086;US;us84094519;cl00001440
ge80138121;US;us00326506;cl00001441
ge80138205;US;us84094802;cl00001442
ge80055387;US;us84092675;cl00001443
ge80100150;US;us82004094;cl00001444
ge80100323;US;us80367772;cl00001445
ge80101527;US;us84094723;cl00001446
ge80096522;US;us00068232;cl00001447
ge80096391;US;us80005091;cl00001448
ge80097687;US;us13593496;cl00001449
ge80099165;US;us84092013;cl00001450
ge80099222;US;us80550324;cl00001451
ge80100735;US;us84093737;cl00001452
ge80100240;US;us84093136;cl00001453
ge80096948;US;us80643885;cl00001454
ge80097999;US;us84090385;cl00001455
ge80097752;US;us80763117;cl00001456
ge80098499;US;us84090946;cl00001457
ge80098772;US;us10028922;cl00001458
ge80097966;US;us84090500;cl00001459
ge80101333;US;us80967210;cl00001460
ge80098708;US;us84091184;cl00001461
ge80097618;US;us84089944;cl00001462
ge80101712;US;us84094957;cl00001463
ge80101297;US;us82102538;cl00001464
ge80121128;US;us84088663;cl00001465
ge80121364;US;us84089159;cl00001466
ge80121451;US;us13887328;cl00001467
ge80122107;US;us84090801;cl00001468
ge80122859;US;us10933143;cl00001469
ge80123067;US;us84092714;cl00001470
ge80123493;US;us00192237;cl00001471
ge80123494;US;us84093645;cl00001472
ge80123800;US;us84094419;cl00001473
ge80096985;US;us84089093;cl00001474
ge80096656;US;us80888104;cl00001475
ge80098099;US;us84090504;cl00001476
ge80098550;US;us84091007;cl00001477
ge80098073;US;us84090471;cl00001478
ge80099256;US;us84091913;cl00001479
ge80097809;US;us84090162;cl00001480
ge80097588;US;us84089913;cl00001481
ge80051742;US;us84090695;cl00001482
ge80051242;US;us84089160;cl00001483
ge80101589;US;us84094804;cl00001484
ge80096661;US;us13826490;cl00001485
ge80123998;US;us84094896;cl00001486
ge80097182;US;us84089352;cl00001487
ge80100847;US;us84093888;cl00001488
ge80054904;US;us84088792;cl00001489
ge80061831;US;us84090683;cl00001490
ge80101400;US;us84094563;cl00001491
ge80098496;US;us84090937;cl00001492
ge80099036;US;us84091659;cl00001493
ge80101435;US;us84094604;cl00001494
ge80101007;US;us84094079;cl00001495
ge80096965;US;us81590386;cl00001496
ge80098148;US;us84090553;cl00001497
ge80100258;US;us84093149;cl00001498
ge80096862;US;us00155659;cl00001499
ge80099064;US;us84091695;cl00001500
ge80100237;US;us00101833;cl00001501
ge80098153;US;us84090558;cl00001502
ge80101713;US;us84094958;cl00001503
ge80100482;US;us00312014;cl00001504
ge80052851;US;us82179022;cl00001505
ge80052447;US;us84092127;cl00001506
ge80051332;US;us84089482;cl00001507
ge80123331;US;us84093261;cl00001508
ge80100606;US;us84093574;cl00001509
ge80096641;US;us00256271;cl00001510
ge80096929;US;us84089037;cl00001511
ge80099357;US;us13495200;cl00001512
ge80098173;US;us84090579;cl00001513
ge80121082;US;us83866499;cl00001514
ge80097350;US;us84089597;cl00001515
ge80096847;US;us84088911;cl00001516
ge80052497;US;us84092302;cl00001517
ge80121289;US;us84088977;cl00001518
ge80137969;US;us83390017;cl00001519
ge80100350;US;us84093253;cl00001520
ge80098955;US;us84091538;cl00001521
ge80051471;US;us84089974;cl00001522
ge80135839;US;us12879837;cl00001523
ge80101708;US;us84094953;cl00001524
